player_name,team,season,runs,balls_faced,outs,fours,sixes,strike_rate,balls_bowled,runs_conceded,wickets,overs,economy,is_batsman,is_bowler,is_allrounder,is_pure_batsman,is_pure_bowler,fantasy_points
A Mishra,Deccan Chargers,2012,16.0,20.0,3.0,1.0,0.0,80.0,282.0,377.0,13.0,47.0,8.02127659574468,False,True,False,False,True,342.0
A Ashish Reddy,Deccan Chargers,2012,35.0,29.0,4.0,3.0,1.0,120.6896551724138,163.0,237.0,11.0,27.166666666666668,8.723926380368098,False,True,False,False,True,315.0
JP Duminy,Deccan Chargers,2012,244.0,190.0,3.0,13.0,11.0,128.42105263157896,72.0,104.0,1.0,12.0,8.666666666666666,True,True,True,False,False,304.0
V Pratap Singh,Deccan Chargers,2012,0.0,1.0,1.0,0.0,0.0,0.0,204.0,296.0,10.0,34.0,8.705882352941176,False,True,False,False,True,250.0
KC Sangakkara,Deccan Chargers,2012,200.0,183.0,11.0,21.0,4.0,109.2896174863388,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,229.0
PA Patel,Deccan Chargers,2012,194.0,164.0,11.0,19.0,4.0,118.29268292682927,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,221.0
DJ Harris,Deccan Chargers,2012,111.0,101.0,3.0,11.0,5.0,109.9009900990099,18.0,26.0,0.0,3.0,8.666666666666666,True,False,False,True,False,132.0
Ankit Sharma,Deccan Chargers,2012,18.0,13.0,3.0,0.0,2.0,138.46153846153845,145.0,165.0,4.0,24.166666666666668,6.827586206896552,False,True,False,False,True,122.0
PA Reddy,Deccan Chargers,2012,73.0,59.0,3.0,6.0,2.0,123.72881355932203,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,83.0
MS Gony,Deccan Chargers,2012,4.0,8.0,1.0,0.0,0.0,50.0,144.0,207.0,3.0,24.0,8.625,False,True,False,False,True,79.0
Anand Rajan,Deccan Chargers,2012,0.0,0.0,0.0,0.0,0.0,0.0,71.0,109.0,3.0,11.833333333333334,9.211267605633802,False,True,False,False,True,75.0
J Theron,Deccan Chargers,2012,7.0,6.0,0.0,1.0,0.0,116.66666666666667,48.0,66.0,2.0,8.0,8.25,False,False,False,False,False,58.0
AA Jhunjhunwala,Deccan Chargers,2012,24.0,26.0,2.0,1.0,1.0,92.3076923076923,36.0,38.0,1.0,6.0,6.333333333333333,False,False,False,False,False,52.0
B Chipli,Deccan Chargers,2012,37.0,35.0,3.0,3.0,2.0,105.71428571428571,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,44.0
TP Sudhindra,Deccan Chargers,2012,0.0,0.0,0.0,0.0,0.0,0.0,70.0,136.0,1.0,11.666666666666666,11.657142857142857,False,True,False,False,True,25.0
IR Jaggi,Deccan Chargers,2012,15.0,21.0,2.0,0.0,0.0,71.42857142857143,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,15.0
CA Lynn,Deccan Chargers,2012,6.0,9.0,1.0,1.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,7.0
DB Ravi Teja,Deccan Chargers,2012,4.0,4.0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,5.0
BB Samantray,Deccan Chargers,2012,2.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,2.0
M Morkel,Delhi Daredevils,2012,3.0,5.0,1.0,0.0,0.0,60.0,378.0,453.0,25.0,63.0,7.190476190476191,False,True,False,False,True,628.0
V Sehwag,Delhi Daredevils,2012,495.0,307.0,15.0,57.0,19.0,161.23778501628664,24.0,45.0,0.0,4.0,11.25,True,False,False,True,False,600.0
UT Yadav,Delhi Daredevils,2012,2.0,7.0,2.0,0.0,0.0,28.571428571428573,366.0,453.0,19.0,61.0,7.426229508196721,False,True,False,False,True,477.0
IK Pathan,Delhi Daredevils,2012,176.0,126.0,7.0,14.0,6.0,139.68253968253967,360.0,465.0,8.0,60.0,7.75,True,True,True,False,False,402.0
DPMD Jayawardene,Delhi Daredevils,2012,335.0,298.0,10.0,39.0,3.0,112.41610738255034,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,380.0
KP Pietersen,Delhi Daredevils,2012,305.0,207.0,5.0,22.0,20.0,147.34299516908212,36.0,53.0,0.0,6.0,8.833333333333334,True,False,False,True,False,377.0
DA Warner,Delhi Daredevils,2012,256.0,155.0,7.0,28.0,14.0,165.16129032258064,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,322.0
NV Ojha,Delhi Daredevils,2012,255.0,223.0,11.0,21.0,13.0,114.34977578475336,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,302.0
LRPL Taylor,Delhi Daredevils,2012,197.0,171.0,9.0,12.0,7.0,115.2046783625731,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,223.0
P Negi,Delhi Daredevils,2012,36.0,29.0,1.0,4.0,1.0,124.13793103448276,132.0,152.0,7.0,22.0,6.909090909090909,False,True,False,False,True,217.0
VR Aaron,Delhi Daredevils,2012,1.0,3.0,1.0,0.0,0.0,33.333333333333336,186.0,271.0,8.0,31.0,8.741935483870968,False,True,False,False,True,201.0
S Nadeem,Delhi Daredevils,2012,0.0,2.0,0.0,0.0,0.0,0.0,270.0,318.0,8.0,45.0,7.066666666666666,False,True,False,False,True,200.0
Y Nagar,Delhi Daredevils,2012,153.0,133.0,5.0,13.0,3.0,115.0375939849624,6.0,10.0,0.0,1.0,10.0,True,False,False,True,False,172.0
Y Venugopal Rao,Delhi Daredevils,2012,132.0,126.0,5.0,8.0,5.0,104.76190476190476,12.0,26.0,0.0,2.0,13.0,True,False,False,True,False,150.0
AD Russell,Delhi Daredevils,2012,47.0,26.0,2.0,3.0,3.0,180.76923076923077,96.0,161.0,1.0,16.0,10.0625,False,True,False,False,True,91.0
DAJ Bracewell,Delhi Daredevils,2012,12.0,9.0,0.0,1.0,0.0,133.33333333333334,24.0,32.0,3.0,4.0,8.0,False,False,False,False,False,88.0
AB Agarkar,Delhi Daredevils,2012,0.0,0.0,0.0,0.0,0.0,0.0,86.0,134.0,3.0,14.333333333333334,9.348837209302326,False,True,False,False,True,75.0
AJ Finch,Delhi Daredevils,2012,55.0,51.0,2.0,8.0,0.0,107.84313725490196,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,63.0
RE van der Merwe,Delhi Daredevils,2012,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,2.0,10.0,6.0,False,True,False,False,True,60.0
UBT Chand,Delhi Daredevils,2012,36.0,34.0,2.0,2.0,3.0,105.88235294117646,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,44.0
GJ Maxwell,Delhi Daredevils,2012,6.0,11.0,1.0,0.0,0.0,54.54545454545455,18.0,22.0,1.0,3.0,7.333333333333333,False,False,False,False,False,31.0
Sunny Gupta,Delhi Daredevils,2012,0.0,1.0,1.0,0.0,0.0,0.0,18.0,47.0,0.0,3.0,15.666666666666666,False,False,False,False,False,0.0
Azhar Mahmood,Kings XI Punjab,2012,186.0,142.0,8.0,16.0,8.0,130.98591549295776,256.0,329.0,14.0,42.666666666666664,7.7109375,True,True,True,False,False,568.0
DJ Hussey,Kings XI Punjab,2012,396.0,305.0,10.0,28.0,17.0,129.8360655737705,54.0,63.0,3.0,9.0,7.0,True,False,False,True,False,533.0
PP Chawla,Kings XI Punjab,2012,106.0,88.0,8.0,9.0,4.0,120.45454545454545,342.0,419.0,16.0,57.0,7.350877192982456,False,True,False,False,True,523.0
Mandeep Singh,Kings XI Punjab,2012,432.0,341.0,16.0,53.0,7.0,126.68621700879766,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,499.0
P Awana,Kings XI Punjab,2012,4.0,5.0,0.0,0.0,0.0,80.0,282.0,372.0,17.0,47.0,7.914893617021277,False,True,False,False,True,429.0
SE Marsh,Kings XI Punjab,2012,336.0,280.0,10.0,39.0,7.0,120.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,389.0
P Kumar,Kings XI Punjab,2012,35.0,29.0,2.0,2.0,1.0,120.6896551724138,378.0,434.0,9.0,63.0,6.888888888888889,False,True,False,False,True,264.0
RJ Harris,Kings XI Punjab,2012,18.0,11.0,1.0,1.0,1.0,163.63636363636363,108.0,130.0,8.0,18.0,7.222222222222222,False,True,False,False,True,231.0
AC Gilchrist,Kings XI Punjab,2012,172.0,142.0,4.0,21.0,4.0,121.12676056338029,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,201.0
Harmeet Singh,Kings XI Punjab,2012,15.0,7.0,1.0,3.0,0.0,214.28571428571428,134.0,191.0,7.0,22.333333333333332,8.552238805970148,False,True,False,False,True,193.0
AD Mascarenhas,Kings XI Punjab,2012,14.0,16.0,3.0,1.0,0.0,87.5,96.0,105.0,7.0,16.0,6.5625,False,True,False,False,True,190.0
N Saini,Kings XI Punjab,2012,140.0,140.0,10.0,16.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,156.0
DA Miller,Kings XI Punjab,2012,98.0,75.0,2.0,6.0,4.0,130.66666666666666,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,112.0
Gurkeerat Singh,Kings XI Punjab,2012,86.0,52.0,3.0,12.0,2.0,165.3846153846154,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,112.0
Bipul Sharma,Kings XI Punjab,2012,72.0,47.0,2.0,6.0,3.0,153.19148936170214,46.0,79.0,0.0,7.666666666666667,10.304347826086957,False,False,False,False,False,94.0
JP Faulkner,Kings XI Punjab,2012,14.0,13.0,1.0,0.0,0.0,107.6923076923077,48.0,72.0,3.0,8.0,9.0,False,False,False,False,False,89.0
SD Chitnis,Kings XI Punjab,2012,66.0,62.0,3.0,7.0,1.0,106.45161290322581,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,75.0
BA Bhatt,Kings XI Punjab,2012,6.0,2.0,0.0,0.0,1.0,300.0,99.0,136.0,2.0,16.5,8.242424242424242,False,True,False,False,True,58.0
AM Nayar,Kings XI Punjab,2012,45.0,49.0,2.0,2.0,1.0,91.83673469387755,6.0,16.0,0.0,1.0,16.0,False,False,False,False,False,49.0
PC Valthaty,Kings XI Punjab,2012,30.0,51.0,6.0,4.0,0.0,58.8235294117647,6.0,16.0,0.0,1.0,16.0,False,False,False,False,False,34.0
P Dogra,Kings XI Punjab,2012,15.0,24.0,2.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,15.0
RR Powar,Kings XI Punjab,2012,0.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,0.0,3.0,10.666666666666666,False,False,False,False,False,0.0
JH Kallis,Kolkata Knight Riders,2012,409.0,382.0,16.0,34.0,10.0,107.06806282722513,324.0,403.0,15.0,54.0,7.462962962962963,True,True,True,False,False,838.0
G Gambhir,Kolkata Knight Riders,2012,590.0,411.0,14.0,64.0,17.0,143.5523114355231,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,698.0
SP Narine,Kolkata Knight Riders,2012,9.0,7.0,1.0,2.0,0.0,128.57142857142858,355.0,324.0,24.0,59.166666666666664,5.476056338028169,False,True,False,False,True,621.0
Shakib Al Hasan,Kolkata Knight Riders,2012,91.0,73.0,6.0,6.0,3.0,124.65753424657534,180.0,195.0,12.0,30.0,6.5,False,True,False,False,True,403.0
R Bhatia,Kolkata Knight Riders,2012,35.0,28.0,3.0,4.0,0.0,125.0,319.0,389.0,13.0,53.166666666666664,7.316614420062696,False,True,False,False,True,364.0
BB McCullum,Kolkata Knight Riders,2012,289.0,283.0,12.0,37.0,3.0,102.12014134275618,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,332.0
YK Pathan,Kolkata Knight Riders,2012,194.0,166.0,10.0,10.0,7.0,116.86746987951807,132.0,182.0,3.0,22.0,8.272727272727273,True,True,True,False,False,293.0
MK Tiwary,Kolkata Knight Riders,2012,260.0,246.0,10.0,21.0,3.0,105.6910569105691,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,287.0
L Balaji,Kolkata Knight Riders,2012,0.0,0.0,0.0,0.0,0.0,0.0,180.0,162.0,11.0,30.0,5.4,False,True,False,False,True,285.0
MS Bisla,Kolkata Knight Riders,2012,213.0,160.0,7.0,16.0,10.0,133.125,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,249.0
B Lee,Kolkata Knight Riders,2012,42.0,20.0,2.0,2.0,4.0,210.0,228.0,299.0,7.0,38.0,7.868421052631579,False,True,False,False,True,237.0
DB Das,Kolkata Knight Riders,2012,126.0,92.0,1.0,9.0,6.0,136.95652173913044,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,147.0
LR Shukla,Kolkata Knight Riders,2012,75.0,57.0,6.0,4.0,5.0,131.57894736842104,12.0,12.0,1.0,2.0,6.0,False,False,False,False,False,124.0
Iqbal Abdulla,Kolkata Knight Riders,2012,2.0,3.0,0.0,0.0,0.0,66.66666666666667,132.0,144.0,4.0,22.0,6.545454545454546,False,True,False,False,True,102.0
M de Lange,Kolkata Knight Riders,2012,0.0,0.0,0.0,0.0,0.0,0.0,60.0,107.0,3.0,10.0,10.7,False,True,False,False,True,75.0
RN ten Doeschate,Kolkata Knight Riders,2012,21.0,21.0,2.0,1.0,1.0,100.0,18.0,24.0,1.0,3.0,8.0,False,False,False,False,False,49.0
PJ Sangwan,Kolkata Knight Riders,2012,0.0,0.0,0.0,0.0,0.0,0.0,24.0,42.0,1.0,4.0,10.5,False,False,False,False,False,25.0
JD Unadkat,Kolkata Knight Riders,2012,0.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,0.0,3.0,10.666666666666666,False,False,False,False,False,0.0
KA Pollard,Mumbai Indians,2012,220.0,158.0,9.0,15.0,14.0,139.2405063291139,263.0,350.0,16.0,43.833333333333336,7.984790874524715,True,True,True,False,False,663.0
SL Malinga,Mumbai Indians,2012,55.0,53.0,5.0,4.0,3.0,103.77358490566037,333.0,350.0,22.0,55.5,6.306306306306307,False,True,False,False,True,615.0
RG Sharma,Mumbai Indians,2012,433.0,341.0,14.0,39.0,18.0,126.97947214076247,6.0,16.0,0.0,1.0,16.0,True,False,False,True,False,508.0
JEC Franklin,Mumbai Indians,2012,220.0,222.0,9.0,15.0,7.0,99.09909909909909,90.0,121.0,6.0,15.0,8.066666666666666,True,True,True,False,False,399.0
AT Rayudu,Mumbai Indians,2012,333.0,252.0,9.0,21.0,14.0,132.14285714285714,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,382.0
MM Patel,Mumbai Indians,2012,2.0,7.0,0.0,0.0,0.0,28.571428571428573,280.0,367.0,15.0,46.666666666666664,7.864285714285714,False,True,False,False,True,377.0
SR Tendulkar,Mumbai Indians,2012,324.0,283.0,12.0,39.0,4.0,114.48763250883393,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,371.0
Harbhajan Singh,Mumbai Indians,2012,108.0,80.0,9.0,14.0,3.0,135.0,324.0,384.0,6.0,54.0,7.111111111111111,False,True,False,False,True,278.0
KD Karthik,Mumbai Indians,2012,238.0,212.0,13.0,30.0,2.0,112.26415094339623,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,272.0
RP Singh,Mumbai Indians,2012,6.0,12.0,2.0,0.0,0.0,50.0,246.0,318.0,10.0,41.0,7.7560975609756095,False,True,False,False,True,256.0
DR Smith,Mumbai Indians,2012,157.0,97.0,4.0,18.0,7.0,161.8556701030928,78.0,95.0,2.0,13.0,7.3076923076923075,False,True,False,False,True,249.0
PP Ojha,Mumbai Indians,2012,4.0,13.0,1.0,0.0,0.0,30.76923076923077,180.0,220.0,9.0,30.0,7.333333333333333,False,True,False,False,True,229.0
DS Kulkarni,Mumbai Indians,2012,10.0,5.0,0.0,2.0,0.0,200.0,48.0,64.0,6.0,8.0,8.0,False,False,False,False,False,162.0
RJ Peterson,Mumbai Indians,2012,32.0,30.0,3.0,3.0,1.0,106.66666666666667,48.0,70.0,3.0,8.0,8.75,False,False,False,False,False,112.0
RE Levi,Mumbai Indians,2012,83.0,73.0,6.0,10.0,4.0,113.6986301369863,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,101.0
HH Gibbs,Mumbai Indians,2012,81.0,88.0,2.0,8.0,2.0,92.04545454545455,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,93.0
CJ McKay,Mumbai Indians,2012,8.0,15.0,1.0,0.0,0.0,53.333333333333336,42.0,60.0,1.0,7.0,8.571428571428571,False,False,False,False,False,33.0
TL Suman,Mumbai Indians,2012,15.0,19.0,2.0,1.0,1.0,78.94736842105263,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,18.0
NLTC Perera,Mumbai Indians,2012,4.0,9.0,1.0,0.0,0.0,44.44444444444444,15.0,27.0,0.0,2.5,10.8,False,False,False,False,False,4.0
AC Blizzard,Mumbai Indians,2012,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0
AN Ahmed,Mumbai Indians,2012,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,2.0,8.5,False,False,False,False,False,0.0
DJ Jacobs,Mumbai Indians,2012,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0
R Shukla,Mumbai Indians,2012,0.0,0.0,0.0,0.0,0.0,0.0,18.0,31.0,0.0,3.0,10.333333333333334,False,False,False,False,False,0.0
SA Yadav,Mumbai Indians,2012,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0
RV Uthappa,Pune Warriors,2012,405.0,342.0,14.0,38.0,10.0,118.42105263157895,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,463.0
SPD Smith,Pune Warriors,2012,362.0,262.0,9.0,24.0,14.0,138.1679389312977,2.0,5.0,0.0,0.3333333333333333,15.0,True,False,False,True,False,414.0
SC Ganguly,Pune Warriors,2012,268.0,271.0,14.0,30.0,4.0,98.8929889298893,60.0,95.0,2.0,10.0,9.5,True,True,True,False,False,356.0
MN Samuels,Pune Warriors,2012,124.0,123.0,6.0,7.0,5.0,100.8130081300813,172.0,216.0,8.0,28.666666666666668,7.534883720930233,True,True,True,False,False,341.0
JD Ryder,Pune Warriors,2012,256.0,211.0,9.0,23.0,8.0,121.32701421800948,42.0,70.0,1.0,7.0,10.0,True,False,False,True,False,320.0
AD Mathews,Pune Warriors,2012,127.0,108.0,6.0,5.0,4.0,117.5925925925926,156.0,192.0,7.0,26.0,7.384615384615385,True,True,True,False,False,315.0
A Nehra,Pune Warriors,2012,11.0,12.0,0.0,1.0,0.0,91.66666666666667,288.0,402.0,11.0,48.0,8.375,False,True,False,False,True,287.0
B Kumar,Pune Warriors,2012,40.0,40.0,3.0,4.0,0.0,100.0,234.0,281.0,8.0,39.0,7.205128205128205,False,True,False,False,True,244.0
AB Dinda,Pune Warriors,2012,2.0,5.0,0.0,0.0,0.0,40.0,144.0,169.0,9.0,24.0,7.041666666666667,False,True,False,False,True,227.0
R Sharma,Pune Warriors,2012,2.0,11.0,3.0,0.0,0.0,18.181818181818183,222.0,300.0,9.0,37.0,8.108108108108109,False,True,False,False,True,227.0
MK Pandey,Pune Warriors,2012,143.0,110.0,7.0,12.0,6.0,130.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,167.0
MJ Clarke,Pune Warriors,2012,98.0,94.0,6.0,12.0,0.0,104.25531914893617,66.0,67.0,2.0,11.0,6.090909090909091,False,True,False,False,True,160.0
WD Parnell,Pune Warriors,2012,19.0,27.0,4.0,2.0,0.0,70.37037037037037,126.0,128.0,5.0,21.0,6.095238095238095,False,True,False,False,True,146.0
M Manhas,Pune Warriors,2012,120.0,96.0,4.0,10.0,4.0,125.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,138.0
M Kartik,Pune Warriors,2012,26.0,21.0,0.0,1.0,1.0,123.80952380952381,216.0,266.0,4.0,36.0,7.388888888888889,False,True,False,False,True,129.0
AP Majumdar,Pune Warriors,2012,87.0,76.0,4.0,7.0,2.0,114.47368421052632,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,98.0
AC Thomas,Pune Warriors,2012,19.0,15.0,2.0,1.0,1.0,126.66666666666667,84.0,109.0,3.0,14.0,7.785714285714286,False,True,False,False,True,97.0
CJ Ferguson,Pune Warriors,2012,50.0,63.0,4.0,3.0,0.0,79.36507936507937,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,53.0
AG Murtaza,Pune Warriors,2012,3.0,5.0,0.0,0.0,0.0,60.0,12.0,11.0,0.0,2.0,5.5,False,False,False,False,False,13.0
K Upadhyay,Pune Warriors,2012,11.0,8.0,0.0,0.0,1.0,137.5,24.0,33.0,0.0,4.0,8.25,False,False,False,False,False,13.0
Harpreet Singh,Pune Warriors,2012,6.0,6.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,6.0
MD Mishra,Pune Warriors,2012,4.0,4.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,5.0
LJ Wright,Pune Warriors,2012,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,2.0,12.0,False,False,False,False,False,0.0
AM Rahane,Rajasthan Royals,2012,560.0,433.0,13.0,73.0,10.0,129.33025404157044,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,653.0
R Dravid,Rajasthan Royals,2012,462.0,412.0,15.0,63.0,4.0,112.13592233009709,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,533.0
SR Watson,Rajasthan Royals,2012,255.0,168.0,6.0,26.0,14.0,151.78571428571428,138.0,161.0,6.0,23.0,7.0,True,True,True,False,False,469.0
OA Shah,Rajasthan Royals,2012,340.0,255.0,7.0,24.0,16.0,133.33333333333334,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,396.0
SK Trivedi,Rajasthan Royals,2012,5.0,6.0,0.0,0.0,0.0,83.33333333333333,312.0,380.0,13.0,52.0,7.3076923076923075,False,True,False,False,True,330.0
BJ Hodge,Rajasthan Royals,2012,245.0,173.0,8.0,18.0,9.0,141.6184971098266,12.0,21.0,1.0,2.0,10.5,True,False,False,True,False,316.0
KK Cooper,Rajasthan Royals,2012,38.0,19.0,2.0,3.0,3.0,200.0,144.0,174.0,10.0,24.0,7.25,False,True,False,False,True,307.0
J Botha,Rajasthan Royals,2012,58.0,54.0,4.0,4.0,1.0,107.4074074074074,246.0,297.0,9.0,41.0,7.2439024390243905,False,True,False,False,True,289.0
AL Menaria,Rajasthan Royals,2012,220.0,200.0,11.0,14.0,8.0,110.0,20.0,23.0,1.0,3.3333333333333335,6.9,True,False,False,True,False,275.0
GB Hogg,Rajasthan Royals,2012,15.0,16.0,2.0,1.0,0.0,93.75,216.0,253.0,10.0,36.0,7.027777777777778,False,True,False,False,True,266.0
A Singh,Rajasthan Royals,2012,0.0,2.0,1.0,0.0,0.0,0.0,197.0,310.0,10.0,32.833333333333336,9.441624365482234,False,True,False,False,True,250.0
AA Chavan,Rajasthan Royals,2012,11.0,8.0,1.0,2.0,0.0,137.5,164.0,236.0,7.0,27.333333333333332,8.634146341463415,False,True,False,False,True,188.0
STR Binny,Rajasthan Royals,2012,90.0,67.0,4.0,9.0,3.0,134.32835820895522,60.0,78.0,3.0,10.0,7.8,False,True,False,False,True,180.0
Pankaj Singh,Rajasthan Royals,2012,0.0,0.0,0.0,0.0,0.0,0.0,126.0,170.0,7.0,21.0,8.095238095238095,False,True,False,False,True,175.0
SW Tait,Rajasthan Royals,2012,0.0,0.0,0.0,0.0,0.0,0.0,137.0,151.0,6.0,22.833333333333332,6.613138686131387,False,True,False,False,True,150.0
A Chandila,Rajasthan Royals,2012,0.0,1.0,0.0,0.0,0.0,0.0,84.0,86.0,5.0,14.0,6.142857142857143,False,True,False,False,True,125.0
SP Goswami,Rajasthan Royals,2012,69.0,67.0,5.0,4.0,1.0,102.98507462686567,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,75.0
DH Yagnik,Rajasthan Royals,2012,25.0,13.0,1.0,5.0,0.0,192.30769230769232,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,40.0
CH Gayle,Royal Challengers Bangalore,2012,733.0,451.0,12.0,46.0,59.0,162.52771618625277,28.0,66.0,0.0,4.666666666666667,14.142857142857142,True,False,False,True,False,907.0
R Vinay Kumar,Royal Challengers Bangalore,2012,68.0,62.0,5.0,3.0,2.0,109.6774193548387,335.0,480.0,19.0,55.833333333333336,8.597014925373134,False,True,False,False,True,550.0
Z Khan,Royal Challengers Bangalore,2012,12.0,17.0,2.0,1.0,0.0,70.58823529411765,360.0,453.0,17.0,60.0,7.55,False,True,False,False,True,438.0
V Kohli,Royal Challengers Bangalore,2012,364.0,325.0,12.0,33.0,10.0,112.0,18.0,49.0,0.0,3.0,16.333333333333332,True,False,False,True,False,417.0
AB de Villiers,Royal Challengers Bangalore,2012,319.0,197.0,8.0,26.0,15.0,161.9289340101523,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,385.0
M Muralitharan,Royal Challengers Bangalore,2012,6.0,9.0,2.0,0.0,0.0,66.66666666666667,240.0,260.0,15.0,40.0,6.5,False,True,False,False,True,381.0
TM Dilshan,Royal Challengers Bangalore,2012,285.0,259.0,7.0,33.0,5.0,110.03861003861005,42.0,77.0,0.0,7.0,11.0,True,False,False,True,False,328.0
MA Agarwal,Royal Challengers Bangalore,2012,225.0,157.0,11.0,19.0,15.0,143.31210191082803,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,284.0
HV Patel,Royal Challengers Bangalore,2012,15.0,15.0,2.0,1.0,0.0,100.0,246.0,340.0,9.0,41.0,8.292682926829269,False,True,False,False,True,241.0
SS Tiwary,Royal Challengers Bangalore,2012,191.0,167.0,8.0,9.0,8.0,114.37125748502994,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,216.0
AB McDonald,Royal Challengers Bangalore,2012,47.0,35.0,2.0,6.0,2.0,134.28571428571428,60.0,61.0,5.0,10.0,6.1,False,True,False,False,True,182.0
DL Vettori,Royal Challengers Bangalore,2012,31.0,26.0,3.0,3.0,1.0,119.23076923076923,210.0,236.0,5.0,35.0,6.742857142857143,False,True,False,False,True,161.0
KP Appanna,Royal Challengers Bangalore,2012,0.0,0.0,0.0,0.0,0.0,0.0,102.0,148.0,6.0,17.0,8.705882352941176,False,True,False,False,True,150.0
P Parameswaran,Royal Challengers Bangalore,2012,0.0,1.0,0.0,0.0,0.0,0.0,60.0,87.0,5.0,10.0,8.7,False,True,False,False,True,125.0
CA Pujara,Royal Challengers Bangalore,2012,17.0,22.0,3.0,1.0,1.0,77.27272727272727,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,20.0
S Aravind,Royal Challengers Bangalore,2012,14.0,8.0,0.0,3.0,0.0,175.0,18.0,48.0,0.0,3.0,16.0,False,False,False,False,False,17.0
M Kaif,Royal Challengers Bangalore,2012,14.0,16.0,1.0,1.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,15.0
AUK Pathan,Royal Challengers Bangalore,2012,6.0,7.0,1.0,0.0,0.0,85.71428571428571,6.0,14.0,0.0,1.0,14.0,False,False,False,False,False,6.0
J Syed Mohammad,Royal Challengers Bangalore,2012,4.0,1.0,0.0,1.0,0.0,400.0,42.0,65.0,0.0,7.0,9.285714285714286,False,False,False,False,False,5.0
A Mithun,Royal Challengers Bangalore,2012,0.0,0.0,0.0,0.0,0.0,0.0,18.0,33.0,0.0,3.0,11.0,False,False,False,False,False,0.0
RR Bhatkal,Royal Challengers Bangalore,2012,0.0,2.0,1.0,0.0,0.0,0.0,12.0,35.0,0.0,2.0,17.5,False,False,False,False,False,0.0
