player_name,team,season,runs,balls_faced,outs,fours,sixes,strike_rate,balls_bowled,runs_conceded,wickets,overs,economy,is_batsman,is_bowler,is_allrounder,is_pure_batsman,is_pure_bowler,fantasy_points
T Banton,Kolkata Knight Riders,2020/21,18.0,20.0,2.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,21.0
RK Singh,Kolkata Knight Riders,2020/21,11.0,11.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,12.0
NS Naik,Kolkata Knight Riders,2020/21,1.0,3.0,1.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,1.0
CJ Green,Kolkata Knight Riders,2020/21,0.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,0.0,2.8333333333333335,8.470588235294118,False,False,False,False,False,0.0
S Sandeep Warrier,Kolkata Knight Riders,2020/21,0.0,0.0,0.0,0.0,0.0,0.0,18.0,34.0,0.0,3.0,11.333333333333334,False,False,False,False,False,0.0
JJ Bumrah,Mumbai Indians,2020/21,5.0,3.0,0.0,0.0,0.0,166.66666666666666,372.0,420.0,29.0,62.0,6.774193548387097,False,True,False,False,True,730.0
TA Boult,Mumbai Indians,2020/21,0.0,1.0,1.0,0.0,0.0,0.0,348.0,472.0,25.0,58.0,8.137931034482758,False,True,False,False,True,625.0
Ishan Kishan,Mumbai Indians,2020/21,516.0,353.0,9.0,36.0,30.0,146.17563739376772,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,622.0
Q de Kock,Mumbai Indians,2020/21,506.0,361.0,15.0,46.0,22.0,140.16620498614958,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,606.0
SA Yadav,Mumbai Indians,2020/21,480.0,330.0,9.0,61.0,11.0,145.45454545454547,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,573.0
KA Pollard,Mumbai Indians,2020/21,281.0,149.0,6.0,17.0,22.0,188.59060402684563,126.0,190.0,4.0,21.0,9.047619047619047,True,True,True,False,False,452.0
RG Sharma,Mumbai Indians,2020/21,334.0,263.0,12.0,27.0,19.0,126.99619771863118,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,399.0
RD Chahar,Mumbai Indians,2020/21,2.0,4.0,0.0,0.0,0.0,50.0,318.0,433.0,15.0,53.0,8.169811320754716,False,True,False,False,True,377.0
HH Pandya,Mumbai Indians,2020/21,283.0,159.0,8.0,14.0,25.0,177.98742138364778,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,357.0
JL Pattinson,Mumbai Indians,2020/21,15.0,13.0,1.0,2.0,0.0,115.38461538461539,213.0,320.0,11.0,35.5,9.014084507042254,False,True,False,False,True,292.0
KH Pandya,Mumbai Indians,2020/21,109.0,92.0,6.0,9.0,5.0,118.47826086956522,301.0,380.0,6.0,50.166666666666664,7.574750830564784,False,True,False,False,True,278.0
NM Coulter-Nile,Mumbai Indians,2020/21,25.0,15.0,1.0,4.0,0.0,166.66666666666666,156.0,206.0,5.0,26.0,7.923076923076923,False,True,False,False,True,164.0
SS Tiwary,Mumbai Indians,2020/21,103.0,80.0,5.0,8.0,3.0,128.75,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,117.0
J Yadav,Mumbai Indians,2020/21,0.0,0.0,0.0,0.0,0.0,0.0,42.0,43.0,1.0,7.0,6.142857142857143,False,False,False,False,False,25.0
DS Kulkarni,Mumbai Indians,2020/21,3.0,2.0,0.0,0.0,0.0,150.0,18.0,22.0,0.0,3.0,7.333333333333333,False,False,False,False,False,3.0
JC Archer,Rajasthan Royals,2020/21,113.0,61.0,6.0,5.0,10.0,185.24590163934425,335.0,364.0,20.0,55.833333333333336,6.519402985074627,False,True,False,False,True,648.0
R Tewatia,Rajasthan Royals,2020/21,255.0,182.0,6.0,13.0,17.0,140.1098901098901,276.0,326.0,10.0,46.0,7.086956521739131,True,True,True,False,False,562.0
SV Samson,Rajasthan Royals,2020/21,375.0,234.0,12.0,21.0,26.0,160.25641025641025,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,458.0
JC Buttler,Rajasthan Royals,2020/21,328.0,227.0,10.0,27.0,16.0,144.4933920704846,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,397.0
BA Stokes,Rajasthan Royals,2020/21,285.0,200.0,7.0,36.0,7.0,142.5,90.0,154.0,2.0,15.0,10.266666666666667,True,True,True,False,False,395.0
SPD Smith,Rajasthan Royals,2020/21,311.0,235.0,11.0,32.0,9.0,132.3404255319149,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,361.0
S Gopal,Rajasthan Royals,2020/21,37.0,39.0,4.0,3.0,0.0,94.87179487179488,300.0,427.0,10.0,50.0,8.54,False,True,False,False,True,290.0
Kartik Tyagi,Rajasthan Royals,2020/21,4.0,6.0,1.0,0.0,0.0,66.66666666666667,229.0,367.0,9.0,38.166666666666664,9.615720524017467,False,True,False,False,True,229.0
RV Uthappa,Rajasthan Royals,2020/21,196.0,164.0,11.0,19.0,7.0,119.51219512195122,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,229.0
TK Curran,Rajasthan Royals,2020/21,83.0,62.0,1.0,5.0,3.0,133.8709677419355,109.0,208.0,3.0,18.166666666666668,11.44954128440367,False,True,False,False,True,169.0
JD Unadkat,Rajasthan Royals,2020/21,9.0,13.0,1.0,0.0,0.0,69.23076923076923,138.0,228.0,4.0,23.0,9.91304347826087,False,True,False,False,True,109.0
R Parag,Rajasthan Royals,2020/21,86.0,77.0,6.0,6.0,3.0,111.68831168831169,12.0,27.0,0.0,2.0,13.5,False,False,False,False,False,98.0
MK Lomror,Rajasthan Royals,2020/21,59.0,54.0,3.0,2.0,3.0,109.25925925925925,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,67.0
AS Rajpoot,Rajasthan Royals,2020/21,9.0,10.0,1.0,0.0,1.0,90.0,103.0,198.0,2.0,17.166666666666668,11.533980582524272,False,True,False,False,True,61.0
YBK Jaiswal,Rajasthan Royals,2020/21,40.0,44.0,3.0,2.0,2.0,90.9090909090909,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,46.0
AJ Tye,Rajasthan Royals,2020/21,6.0,6.0,1.0,0.0,1.0,100.0,25.0,49.0,1.0,4.166666666666667,11.76,False,False,False,False,False,33.0
VR Aaron,Rajasthan Royals,2020/21,1.0,10.0,1.0,0.0,0.0,10.0,48.0,94.0,0.0,8.0,11.75,False,False,False,False,False,1.0
AB de Villiers,Royal Challengers Bangalore,2020/21,460.0,287.0,10.0,34.0,23.0,160.2787456445993,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,550.0
D Padikkal,Royal Challengers Bangalore,2020/21,473.0,378.0,14.0,51.0,8.0,125.13227513227513,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,540.0
YS Chahal,Royal Challengers Bangalore,2020/21,1.0,3.0,1.0,0.0,0.0,33.333333333333336,343.0,405.0,21.0,57.166666666666664,7.084548104956268,False,True,False,False,True,526.0
V Kohli,Royal Challengers Bangalore,2020/21,471.0,384.0,11.0,24.0,11.0,122.65625,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,517.0
Washington Sundar,Royal Challengers Bangalore,2020/21,111.0,95.0,6.0,10.0,2.0,116.84210526315789,300.0,298.0,8.0,50.0,5.96,False,True,False,False,True,335.0
CH Morris,Royal Challengers Bangalore,2020/21,34.0,21.0,4.0,2.0,3.0,161.9047619047619,190.0,210.0,11.0,31.666666666666668,6.631578947368421,False,True,False,False,True,327.0
AJ Finch,Royal Challengers Bangalore,2020/21,268.0,239.0,12.0,28.0,8.0,112.13389121338912,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,312.0
Mohammed Siraj,Royal Challengers Bangalore,2020/21,17.0,14.0,1.0,2.0,0.0,121.42857142857143,163.0,236.0,11.0,27.166666666666668,8.687116564417177,False,True,False,False,True,294.0
S Dube,Royal Challengers Bangalore,2020/21,129.0,105.0,7.0,5.0,9.0,122.85714285714286,54.0,73.0,4.0,9.0,8.11111111111111,True,False,False,True,False,252.0
I Udana,Royal Challengers Bangalore,2020/21,15.0,11.0,3.0,1.0,1.0,136.36363636363637,174.0,282.0,8.0,29.0,9.724137931034482,False,True,False,False,True,218.0
Navdeep Saini,Royal Challengers Bangalore,2020/21,27.0,27.0,1.0,3.0,0.0,100.0,280.0,385.0,7.0,46.666666666666664,8.25,False,True,False,False,True,205.0
JR Philippe,Royal Challengers Bangalore,2020/21,78.0,77.0,4.0,9.0,1.0,101.2987012987013,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,89.0
Gurkeerat Singh,Royal Challengers Bangalore,2020/21,71.0,80.0,0.0,8.0,0.0,88.75,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,79.0
Shahbaz Ahmed,Royal Challengers Bangalore,2020/21,1.0,1.0,0.0,0.0,0.0,100.0,36.0,44.0,2.0,6.0,7.333333333333333,False,False,False,False,False,51.0
A Zampa,Royal Challengers Bangalore,2020/21,0.0,0.0,0.0,0.0,0.0,0.0,66.0,92.0,2.0,11.0,8.363636363636363,False,True,False,False,True,50.0
MM Ali,Royal Challengers Bangalore,2020/21,12.0,16.0,3.0,1.0,0.0,75.0,30.0,42.0,1.0,5.0,8.4,False,False,False,False,False,38.0
DW Steyn,Royal Challengers Bangalore,2020/21,1.0,2.0,0.0,0.0,0.0,50.0,70.0,133.0,1.0,11.666666666666666,11.4,False,True,False,False,True,26.0
UT Yadav,Royal Challengers Bangalore,2020/21,0.0,2.0,1.0,0.0,0.0,0.0,43.0,82.0,0.0,7.166666666666667,11.44186046511628,False,False,False,False,False,0.0
DA Warner,Sunrisers Hyderabad,2020/21,548.0,406.0,14.0,52.0,14.0,134.97536945812809,1.0,2.0,0.0,0.16666666666666666,12.0,True,False,False,True,False,628.0
Rashid Khan,Sunrisers Hyderabad,2020/21,35.0,29.0,4.0,3.0,2.0,120.6896551724138,388.0,345.0,20.0,64.66666666666667,5.335051546391752,False,True,False,False,True,552.0
MK Pandey,Sunrisers Hyderabad,2020/21,425.0,333.0,13.0,35.0,18.0,127.62762762762763,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,496.0
JO Holder,Sunrisers Hyderabad,2020/21,66.0,53.0,2.0,5.0,3.0,124.52830188679245,168.0,233.0,14.0,28.0,8.321428571428571,False,True,False,False,True,427.0
T Natarajan,Sunrisers Hyderabad,2020/21,3.0,5.0,0.0,0.0,0.0,60.0,377.0,504.0,16.0,62.833333333333336,8.021220159151193,False,True,False,False,True,403.0
JM Bairstow,Sunrisers Hyderabad,2020/21,345.0,272.0,11.0,31.0,13.0,126.83823529411765,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,402.0
KS Williamson,Sunrisers Hyderabad,2020/21,317.0,236.0,7.0,26.0,10.0,134.32203389830508,12.0,24.0,0.0,2.0,12.0,True,False,False,True,False,363.0
Sandeep Sharma,Sunrisers Hyderabad,2020/21,12.0,15.0,2.0,1.0,0.0,80.0,312.0,374.0,14.0,52.0,7.1923076923076925,False,True,False,False,True,363.0
WP Saha,Sunrisers Hyderabad,2020/21,214.0,153.0,2.0,24.0,5.0,139.86928104575162,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,248.0
V Shankar,Sunrisers Hyderabad,2020/21,97.0,96.0,4.0,10.0,1.0,101.04166666666667,79.0,82.0,4.0,13.166666666666666,6.227848101265823,False,True,False,False,True,209.0
KK Ahmed,Sunrisers Hyderabad,2020/21,0.0,2.0,1.0,0.0,0.0,0.0,154.0,242.0,8.0,25.666666666666668,9.428571428571429,False,True,False,False,True,200.0
Abdul Samad,Sunrisers Hyderabad,2020/21,113.0,67.0,6.0,8.0,6.0,168.65671641791045,42.0,96.0,1.0,7.0,13.714285714285714,False,False,False,False,False,168.0
PK Garg,Sunrisers Hyderabad,2020/21,133.0,109.0,9.0,9.0,4.0,122.01834862385321,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,150.0
Abhishek Sharma,Sunrisers Hyderabad,2020/21,71.0,56.0,5.0,6.0,3.0,126.78571428571429,60.0,91.0,2.0,10.0,9.1,False,True,False,False,True,133.0
S Nadeem,Sunrisers Hyderabad,2020/21,7.0,8.0,1.0,1.0,0.0,87.5,132.0,178.0,5.0,22.0,8.090909090909092,False,True,False,False,True,133.0
B Kumar,Sunrisers Hyderabad,2020/21,0.0,2.0,1.0,0.0,0.0,0.0,85.0,99.0,3.0,14.166666666666666,6.988235294117647,False,True,False,False,True,75.0
S Kaul,Sunrisers Hyderabad,2020/21,0.0,0.0,0.0,0.0,0.0,0.0,24.0,64.0,2.0,4.0,16.0,False,False,False,False,False,50.0
Basil Thampi,Sunrisers Hyderabad,2020/21,0.0,0.0,0.0,0.0,0.0,0.0,24.0,46.0,1.0,4.0,11.5,False,False,False,False,False,25.0
Mohammad Nabi,Sunrisers Hyderabad,2020/21,11.0,8.0,0.0,2.0,0.0,137.5,24.0,23.0,0.0,4.0,5.75,False,False,False,False,False,23.0
MR Marsh,Sunrisers Hyderabad,2020/21,0.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.6666666666666666,9.0,False,False,False,False,False,0.0
SP Goswami,Sunrisers Hyderabad,2020/21,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0.0
RD Gaikwad,Chennai Super Kings,2021,635.0,462.0,14.0,64.0,23.0,137.44588744588745,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,745.0
F du Plessis,Chennai Super Kings,2021,633.0,456.0,14.0,61.0,23.0,138.81578947368422,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,740.0
RA Jadeja,Chennai Super Kings,2021,227.0,155.0,3.0,19.0,9.0,146.4516129032258,294.0,346.0,13.0,49.0,7.061224489795919,True,True,True,False,False,599.0
MM Ali,Chennai Super Kings,2021,357.0,260.0,14.0,31.0,19.0,137.30769230769232,152.0,161.0,6.0,25.333333333333332,6.355263157894737,True,True,True,False,False,576.0
SN Thakur,Chennai Super Kings,2021,5.0,4.0,1.0,0.0,0.0,125.0,359.0,527.0,21.0,59.833333333333336,8.807799442896936,False,True,False,False,True,530.0
DJ Bravo,Chennai Super Kings,2021,47.0,18.0,1.0,3.0,4.0,261.1111111111111,202.0,263.0,14.0,33.666666666666664,7.811881188118812,False,True,False,False,True,418.0
DL Chahar,Chennai Super Kings,2021,1.0,1.0,0.0,0.0,0.0,100.0,324.0,451.0,14.0,54.0,8.351851851851851,False,True,False,False,True,351.0
AT Rayudu,Chennai Super Kings,2021,257.0,167.0,9.0,16.0,17.0,153.89221556886227,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,317.0
SM Curran,Chennai Super Kings,2021,56.0,29.0,3.0,5.0,3.0,193.10344827586206,198.0,328.0,9.0,33.0,9.93939393939394,False,True,False,False,True,302.0
JR Hazlewood,Chennai Super Kings,2021,0.0,0.0,0.0,0.0,0.0,0.0,210.0,293.0,11.0,35.0,8.371428571428572,False,True,False,False,True,275.0
SK Raina,Chennai Super Kings,2021,160.0,127.0,7.0,13.0,9.0,125.98425196850394,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,191.0
RV Uthappa,Chennai Super Kings,2021,115.0,84.0,4.0,8.0,5.0,136.9047619047619,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,133.0
MS Dhoni,Chennai Super Kings,2021,114.0,107.0,7.0,12.0,3.0,106.54205607476635,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,132.0
L Ngidi,Chennai Super Kings,2021,0.0,0.0,0.0,0.0,0.0,0.0,72.0,125.0,5.0,12.0,10.416666666666666,False,True,False,False,True,125.0
Imran Tahir,Chennai Super Kings,2021,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,2.0,4.0,4.0,False,False,False,False,False,60.0
KM Asif,Chennai Super Kings,2021,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,1.0,2.1666666666666665,8.307692307692308,False,False,False,False,False,25.0
S Dhawan,Delhi Capitals,2021,587.0,471.0,15.0,63.0,16.0,124.62845010615712,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,682.0
Avesh Khan,Delhi Capitals,2021,5.0,3.0,0.0,1.0,0.0,166.66666666666666,366.0,450.0,24.0,61.0,7.377049180327869,False,True,False,False,True,606.0
PP Shaw,Delhi Capitals,2021,479.0,300.0,14.0,56.0,18.0,159.66666666666666,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,581.0
RR Pant,Delhi Capitals,2021,424.0,328.0,12.0,43.0,10.0,129.26829268292684,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,487.0
AR Patel,Delhi Capitals,2021,40.0,46.0,5.0,2.0,1.0,86.95652173913044,282.0,312.0,15.0,47.0,6.638297872340425,False,True,False,False,True,419.0
K Rabada,Delhi Capitals,2021,13.0,6.0,0.0,2.0,0.0,216.66666666666666,336.0,456.0,15.0,56.0,8.142857142857142,False,True,False,False,True,390.0
A Nortje,Delhi Capitals,2021,0.0,0.0,0.0,0.0,0.0,0.0,182.0,187.0,12.0,30.333333333333332,6.164835164835165,False,True,False,False,True,300.0
SO Hetmyer,Delhi Capitals,2021,242.0,142.0,6.0,19.0,12.0,170.42253521126761,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,295.0
R Ashwin,Delhi Capitals,2021,44.0,42.0,3.0,2.0,1.0,104.76190476190476,268.0,331.0,7.0,44.666666666666664,7.41044776119403,False,True,False,False,True,223.0
SS Iyer,Delhi Capitals,2021,175.0,171.0,5.0,7.0,5.0,102.3391812865497,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,192.0
Lalit Yadav,Delhi Capitals,2021,68.0,70.0,2.0,7.0,0.0,97.14285714285714,84.0,101.0,4.0,14.0,7.214285714285714,False,True,False,False,True,175.0
SPD Smith,Delhi Capitals,2021,152.0,135.0,6.0,13.0,2.0,112.5925925925926,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,169.0
MP Stoinis,Delhi Capitals,2021,89.0,71.0,4.0,11.0,1.0,125.35211267605634,67.0,117.0,2.0,11.166666666666666,10.477611940298507,False,True,False,False,True,152.0
A Mishra,Delhi Capitals,2021,0.0,0.0,0.0,0.0,0.0,0.0,84.0,109.0,6.0,14.0,7.785714285714286,False,True,False,False,True,150.0
CR Woakes,Delhi Capitals,2021,15.0,11.0,0.0,2.0,0.0,136.36363636363637,66.0,82.0,5.0,11.0,7.454545454545454,False,True,False,False,True,142.0
TK Curran,Delhi Capitals,2021,21.0,17.0,1.0,2.0,0.0,123.52941176470588,68.0,104.0,4.0,11.333333333333334,9.176470588235293,False,True,False,False,True,123.0
RV Patel,Delhi Capitals,2021,25.0,27.0,1.0,3.0,0.0,92.5925925925926,18.0,22.0,0.0,3.0,7.333333333333333,False,False,False,False,False,28.0
I Sharma,Delhi Capitals,2021,0.0,0.0,0.0,0.0,0.0,0.0,72.0,97.0,1.0,12.0,8.083333333333334,False,True,False,False,True,25.0
LI Meriwala,Delhi Capitals,2021,0.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,1.0,3.0,10.666666666666666,False,False,False,False,False,25.0
AM Rahane,Delhi Capitals,2021,8.0,8.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,9.0
Shubman Gill,Kolkata Knight Riders,2021,478.0,401.0,17.0,50.0,12.0,119.20199501246883,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,552.0
AD Russell,Kolkata Knight Riders,2021,183.0,117.0,6.0,14.0,14.0,156.4102564102564,114.0,188.0,11.0,19.0,9.894736842105264,True,True,True,False,False,510.0
VR Iyer,Kolkata Knight Riders,2021,370.0,288.0,9.0,37.0,14.0,128.47222222222223,51.0,69.0,3.0,8.5,8.117647058823529,True,False,False,True,False,510.0
SP Narine,Kolkata Knight Riders,2021,62.0,47.0,8.0,3.0,5.0,131.91489361702128,336.0,361.0,16.0,56.0,6.446428571428571,False,True,False,False,True,475.0
RA Tripathi,Kolkata Knight Riders,2021,397.0,282.0,14.0,41.0,11.0,140.78014184397162,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,470.0
N Rana,Kolkata Knight Riders,2021,383.0,313.0,13.0,34.0,17.0,122.36421725239616,12.0,12.0,0.0,2.0,6.0,True,False,False,True,False,461.0
CV Varun,Kolkata Knight Riders,2021,2.0,4.0,0.0,0.0,0.0,50.0,408.0,448.0,18.0,68.0,6.588235294117647,False,True,False,False,True,452.0
LH Ferguson,Kolkata Knight Riders,2021,18.0,10.0,0.0,1.0,1.0,180.0,180.0,224.0,13.0,30.0,7.466666666666667,False,True,False,False,True,356.0
PJ Cummins,Kolkata Knight Riders,2021,93.0,56.0,3.0,5.0,8.0,166.07142857142858,161.0,237.0,9.0,26.833333333333332,8.832298136645962,False,True,False,False,True,349.0
Shivam Mavi,Kolkata Knight Riders,2021,25.0,20.0,2.0,2.0,2.0,125.0,193.0,233.0,11.0,32.166666666666664,7.243523316062176,False,True,False,False,True,306.0
M Prasidh Krishna,Kolkata Knight Riders,2021,0.0,1.0,0.0,0.0,0.0,0.0,231.0,351.0,12.0,38.5,9.116883116883116,False,True,False,False,True,300.0
KD Karthik,Kolkata Knight Riders,2021,223.0,170.0,10.0,22.0,7.0,131.1764705882353,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,259.0
EJG Morgan,Kolkata Knight Riders,2021,133.0,139.0,11.0,8.0,6.0,95.68345323741008,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,153.0
Shakib Al Hasan,Kolkata Knight Riders,2021,47.0,48.0,5.0,3.0,1.0,97.91666666666667,156.0,187.0,4.0,26.0,7.1923076923076925,False,True,False,False,True,152.0
TG Southee,Kolkata Knight Riders,2021,3.0,5.0,1.0,0.0,0.0,60.0,72.0,95.0,3.0,12.0,7.916666666666667,False,True,False,False,True,78.0
Harbhajan Singh,Kolkata Knight Riders,2021,4.0,4.0,0.0,0.0,0.0,100.0,42.0,63.0,0.0,7.0,9.0,False,False,False,False,False,4.0
TL Seifert,Kolkata Knight Riders,2021,2.0,4.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,2.0
KL Nagarkoti,Kolkata Knight Riders,2021,0.0,2.0,1.0,0.0,0.0,0.0,12.0,25.0,0.0,2.0,12.5,False,False,False,False,False,0.0
S Sandeep Warrier,Kolkata Knight Riders,2021,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,0.0,2.0,7.5,False,False,False,False,False,0.0
JJ Bumrah,Mumbai Indians,2021,16.0,17.0,2.0,2.0,0.0,94.11764705882354,330.0,410.0,21.0,55.0,7.454545454545454,False,True,False,False,True,543.0
RG Sharma,Mumbai Indians,2021,381.0,298.0,12.0,33.0,14.0,127.85234899328859,7.0,13.0,0.0,1.1666666666666667,11.142857142857142,True,False,False,True,False,442.0
KA Pollard,Mumbai Indians,2021,245.0,164.0,8.0,16.0,16.0,149.390243902439,79.0,95.0,5.0,13.166666666666666,7.215189873417722,True,True,True,False,False,428.0
SA Yadav,Mumbai Indians,2021,317.0,220.0,14.0,40.0,10.0,144.0909090909091,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,387.0
Q de Kock,Mumbai Indians,2021,297.0,255.0,10.0,29.0,7.0,116.47058823529412,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,340.0
RD Chahar,Mumbai Indians,2021,14.0,15.0,4.0,1.0,0.0,93.33333333333333,258.0,318.0,13.0,43.0,7.395348837209302,False,True,False,False,True,340.0
TA Boult,Mumbai Indians,2021,1.0,4.0,0.0,0.0,0.0,25.0,308.0,406.0,13.0,51.333333333333336,7.909090909090909,False,True,False,False,True,326.0
KH Pandya,Mumbai Indians,2021,143.0,122.0,10.0,10.0,6.0,117.21311475409836,199.0,265.0,5.0,33.166666666666664,7.989949748743719,True,True,True,False,False,290.0
Ishan Kishan,Mumbai Indians,2021,241.0,177.0,9.0,21.0,10.0,136.1581920903955,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,282.0
NM Coulter-Nile,Mumbai Indians,2021,4.0,5.0,2.0,0.0,0.0,80.0,120.0,127.0,7.0,20.0,6.35,False,True,False,False,True,179.0
HH Pandya,Mumbai Indians,2021,127.0,111.0,9.0,11.0,5.0,114.41441441441441,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,148.0
SS Tiwary,Mumbai Indians,2021,115.0,97.0,2.0,10.0,2.0,118.55670103092784,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,129.0
JDS Neesham,Mumbai Indians,2021,0.0,2.0,2.0,0.0,0.0,0.0,54.0,66.0,5.0,9.0,7.333333333333333,False,False,False,False,False,125.0
AF Milne,Mumbai Indians,2021,16.0,17.0,2.0,0.0,1.0,94.11764705882354,84.0,131.0,3.0,14.0,9.357142857142858,False,True,False,False,True,93.0
J Yadav,Mumbai Indians,2021,34.0,26.0,2.0,2.0,1.0,130.76923076923077,102.0,130.0,2.0,17.0,7.647058823529412,False,True,False,False,True,88.0
CA Lynn,Mumbai Indians,2021,49.0,35.0,1.0,4.0,3.0,140.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,69.0
M Jansen,Mumbai Indians,2021,0.0,3.0,2.0,0.0,0.0,0.0,36.0,45.0,2.0,6.0,7.5,False,False,False,False,False,50.0
PP Chawla,Mumbai Indians,2021,0.0,2.0,1.0,0.0,0.0,0.0,24.0,38.0,1.0,4.0,9.5,False,False,False,False,False,25.0
Anmolpreet Singh,Mumbai Indians,2021,16.0,14.0,1.0,2.0,1.0,114.28571428571429,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,20.0
DS Kulkarni,Mumbai Indians,2021,0.0,0.0,0.0,0.0,0.0,0.0,24.0,48.0,0.0,4.0,12.0,False,False,False,False,False,0.0
KL Rahul,Punjab Kings,2021,626.0,450.0,9.0,48.0,30.0,139.11111111111111,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,734.0
MA Agarwal,Punjab Kings,2021,441.0,309.0,11.0,42.0,18.0,142.71844660194174,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,529.0
Mohammed Shami,Punjab Kings,2021,13.0,17.0,1.0,0.0,0.0,76.47058823529412,316.0,395.0,19.0,52.666666666666664,7.5,False,True,False,False,True,488.0
Arshdeep Singh,Punjab Kings,2021,2.0,3.0,0.0,0.0,0.0,66.66666666666667,248.0,342.0,18.0,41.333333333333336,8.274193548387096,False,True,False,False,True,452.0
Ravi Bishnoi,Punjab Kings,2021,1.0,4.0,1.0,0.0,0.0,25.0,216.0,230.0,12.0,36.0,6.388888888888889,False,True,False,False,True,301.0
DJ Hooda,Punjab Kings,2021,160.0,121.0,9.0,9.0,9.0,132.23140495867767,96.0,136.0,2.0,16.0,8.5,True,True,True,False,False,237.0
CH Gayle,Punjab Kings,2021,193.0,154.0,9.0,21.0,8.0,125.32467532467533,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,230.0
Harpreet Brar,Punjab Kings,2021,64.0,58.0,0.0,3.0,2.0,110.34482758620689,138.0,139.0,5.0,23.0,6.043478260869565,False,True,False,False,True,196.0
M Shahrukh Khan,Punjab Kings,2021,153.0,114.0,6.0,9.0,10.0,134.21052631578948,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,182.0
AK Markram,Punjab Kings,2021,146.0,119.0,5.0,12.0,4.0,122.6890756302521,24.0,23.0,0.0,4.0,5.75,True,False,False,True,False,176.0
CJ Jordan,Punjab Kings,2021,32.0,21.0,2.0,1.0,3.0,152.38095238095238,72.0,96.0,4.0,12.0,8.0,False,True,False,False,True,149.0
